"World War, 1914-1918 -- Fiction",https://www.gutenberg.org/ebooks/subject/642
Identity (Psychology) -- Drama,https://www.gutenberg.org/ebooks/subject/12601
Russia -- Social life and customs -- 1533-1917 -- Fiction,https://www.gutenberg.org/ebooks/subject/2786
French fiction -- 20th century,https://www.gutenberg.org/ebooks/subject/16138
Dogs -- Fiction,https://www.gutenberg.org/ebooks/subject/188
Identity (Psychology) -- Fiction,https://www.gutenberg.org/ebooks/subject/3250
Rogues and vagabonds -- Fiction,https://www.gutenberg.org/ebooks/subject/3298
Youth -- Conduct of life -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/7834
Science -- Periodicals,https://www.gutenberg.org/ebooks/subject/4677
Russia -- Social life and customs -- Fiction,https://www.gutenberg.org/ebooks/subject/2783
"Political satire, English",https://www.gutenberg.org/ebooks/subject/1040
Lookalikes -- Fiction,https://www.gutenberg.org/ebooks/subject/5580
Dublin (Ireland) -- Fiction,https://www.gutenberg.org/ebooks/subject/3199
Warships -- Fiction,https://www.gutenberg.org/ebooks/subject/8276
France -- Fiction,https://www.gutenberg.org/ebooks/subject/2869
Transylvania (Romania) -- Fiction,https://www.gutenberg.org/ebooks/subject/2714
Impressment -- Fiction,https://www.gutenberg.org/ebooks/subject/10681
United States -- Social life and customs -- 19th century -- Fiction,https://www.gutenberg.org/ebooks/subject/3329
Families -- Fiction,https://www.gutenberg.org/ebooks/subject/11115
Multiple personality -- Fiction,https://www.gutenberg.org/ebooks/subject/2699
Africa -- Fiction,https://www.gutenberg.org/ebooks/subject/130
"Finn, Huckleberry (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/7021
Christian fiction,https://www.gutenberg.org/ebooks/subject/2836
Friendship -- Fiction,https://www.gutenberg.org/ebooks/subject/2525
"Dracula, Count (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/2713
Whitby (England) -- Fiction,https://www.gutenberg.org/ebooks/subject/2715
Self-experimentation in medicine -- Fiction,https://www.gutenberg.org/ebooks/subject/2698
Saint Petersburg (Russia) -- Fiction,https://www.gutenberg.org/ebooks/subject/3523
"Religious satire, English",https://www.gutenberg.org/ebooks/subject/4856
Ireland -- Politics and government -- 18th century -- Humor,https://www.gutenberg.org/ebooks/subject/4857
Russian fiction -- Translations into English,https://www.gutenberg.org/ebooks/subject/16586
Artists -- Fiction,https://www.gutenberg.org/ebooks/subject/3539
"Gale, Dorothy (Fictitious character) -- Juvenile fiction",https://www.gutenberg.org/ebooks/subject/25081
"Socrates, 470 BC-399 BC",https://www.gutenberg.org/ebooks/subject/5221
Puritans -- Fiction,https://www.gutenberg.org/ebooks/subject/3265
Married women -- Psychology -- Fiction,https://www.gutenberg.org/ebooks/subject/2766
Questions and answers -- Periodicals,https://www.gutenberg.org/ebooks/subject/5708
Crime -- Psychological aspects -- Fiction,https://www.gutenberg.org/ebooks/subject/34776
England -- Drama,https://www.gutenberg.org/ebooks/subject/2656
African Americans,https://www.gutenberg.org/ebooks/subject/125
Boys -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/3004
Illustrated periodicals -- France,https://www.gutenberg.org/ebooks/subject/8857
"Boston (Mass.) -- History -- Colonial period, ca. 1600-1775 -- Fiction",https://www.gutenberg.org/ebooks/subject/3266
Brothers -- Fiction,https://www.gutenberg.org/ebooks/subject/5423
Magicians -- Drama,https://www.gutenberg.org/ebooks/subject/6923
Periodicals,https://www.gutenberg.org/ebooks/subject/5809
Foundlings -- Drama,https://www.gutenberg.org/ebooks/subject/18367
Kings and rulers -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/11050
Italian poetry -- To 1400 -- Translations into English,https://www.gutenberg.org/ebooks/subject/18337
Fairy tales -- Germany,https://www.gutenberg.org/ebooks/subject/4203
Utopias -- Early works to 1800,https://www.gutenberg.org/ebooks/subject/6328
Good and evil -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/19597
Courage -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/11064
"Literature, Modern -- 19th century -- Periodicals",https://www.gutenberg.org/ebooks/subject/5160
"Epic poetry, Italian -- Translations into English",https://www.gutenberg.org/ebooks/subject/6989
Executions and executioners -- Fiction,https://www.gutenberg.org/ebooks/subject/2626
London (England) -- History -- 18th century -- Fiction,https://www.gutenberg.org/ebooks/subject/465
Families -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/11057
American wit and humor,https://www.gutenberg.org/ebooks/subject/480
Dime novels,https://www.gutenberg.org/ebooks/subject/6414
"Odysseus, King of Ithaca (Mythological character)",https://www.gutenberg.org/ebooks/subject/5568
France -- History -- 19th century -- Fiction,https://www.gutenberg.org/ebooks/subject/3242
Animals -- Fiction,https://www.gutenberg.org/ebooks/subject/141
British -- France -- Paris -- Fiction,https://www.gutenberg.org/ebooks/subject/8746
"World War, 1914-1918",https://www.gutenberg.org/ebooks/subject/213
English poetry -- 18th century,https://www.gutenberg.org/ebooks/subject/6864
"Shirley, Anne (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/17672
Misers -- Fiction,https://www.gutenberg.org/ebooks/subject/3335
French -- England -- London -- Fiction,https://www.gutenberg.org/ebooks/subject/3502
England -- Social life and customs -- Fiction,https://www.gutenberg.org/ebooks/subject/4230
"Dantès, Edmond (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/3263
Paris (France) -- History -- 1789-1799 -- Fiction,https://www.gutenberg.org/ebooks/subject/8747
Prince Edward Island -- History -- 20th century -- Fiction,https://www.gutenberg.org/ebooks/subject/6806
German fiction -- Translations into English,https://www.gutenberg.org/ebooks/subject/7174
English drama,https://www.gutenberg.org/ebooks/subject/4822
Tales -- Arab countries,https://www.gutenberg.org/ebooks/subject/6375
Rejection (Psychology) -- Fiction,https://www.gutenberg.org/ebooks/subject/2483
Sick children -- Fiction,https://www.gutenberg.org/ebooks/subject/3336
Schools -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/2495
Criminals -- Fiction,https://www.gutenberg.org/ebooks/subject/3333
Space ships -- Fiction,https://www.gutenberg.org/ebooks/subject/4549
"Scrooge, Ebenezer (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/subject/3337
"United States -- History -- Civil War, 1861-1865 -- Fiction",https://www.gutenberg.org/ebooks/subject/1066
Charity-schools -- Fiction,https://www.gutenberg.org/ebooks/subject/2533
Magic -- Juvenile fiction,https://www.gutenberg.org/ebooks/subject/5581
American fiction -- 20th century,https://www.gutenberg.org/ebooks/subject/5104
"Faust, -approximately 1540 -- Drama",https://www.gutenberg.org/ebooks/subject/6922
Girls -- Fiction,https://www.gutenberg.org/ebooks/subject/2611
Adventure and adventurers -- Fiction,https://www.gutenberg.org/ebooks/subject/2822
Finnish fiction -- 20th century,https://www.gutenberg.org/ebooks/subject/26874
Siblings -- Fiction,https://www.gutenberg.org/ebooks/subject/2661
United States -- Politics and government,https://www.gutenberg.org/ebooks/subject/414
